"site1","site2","jaccard.dissimilarity","env","clim","spatial.site","horn.dissimilarity","range.1","range.2","comp.range"
"H1","Sunset Trail",0.991163476,2.056988617,0.859792466,114.3073315,0.994598815,"Huachuas","MtLemmon","Different"
"H2","Sunset Trail",0.991570881,2.017575422,0.84922125,114.4042454,0.986261564,"Huachuas","MtLemmon","Different"
"H3","Sunset Trail",0.989492119,1.936858994,0.827274586,114.5730154,0.984092405,"Huachuas","MtLemmon","Different"
"H4","Sunset Trail",1,1.293879498,2.918510706,413.1088747,1,"Hualapai","MtLemmon","Different"
"H5","Sunset Trail",1,0.15805504,2.980436279,413.5314526,1,"Hualapai","MtLemmon","Different"
"H6","Sunset Trail",1,0.260207183,2.810266028,412.370916,1,"Hualapai","MtLemmon","Different"
"M1","Sunset Trail",0.938582163,2.21891025,2.667129216,238.4096591,0.674284601,"MogollonRim","MtLemmon","Different"
"M2","Sunset Trail",0.958860759,2.223216601,2.658824681,237.7568718,0.945434813,"MogollonRim","MtLemmon","Different"
"M3","Sunset Trail",0.977793199,2.219309909,2.652921999,237.3136037,0.964003799,"MogollonRim","MtLemmon","Different"
"M4","Sunset Trail",0.932692308,0.202880747,1.690637524,229.4591926,0.813013097,"MogollonRim","MtLemmon","Different"
"M5","Sunset Trail",0.974816369,0.499250376,1.692044623,229.0668529,0.937000615,"MogollonRim","MtLemmon","Different"
"M6","Sunset Trail",1,0.505486634,1.763394595,229.950432,1,"MogollonRim","MtLemmon","Different"
"M7","Sunset Trail",0.991863303,2.339537331,3.249757769,320.4014012,0.997448793,"MogollonRim","MtLemmon","Different"
"M8","Sunset Trail",0.993275696,2.418967138,3.327581661,320.9885809,0.997897847,"MogollonRim","MtLemmon","Different"
"M9","Sunset Trail",1,2.478349168,3.385866786,321.7513631,1,"MogollonRim","MtLemmon","Different"
"N1","Sunset Trail",0.931649331,2.100558091,2.478556061,282.4430145,0.695133508,"Mingus","MtLemmon","Different"
"N2","Sunset Trail",0.983539095,2.150889499,2.523065603,281.705421,0.990429567,"Mingus","MtLemmon","Different"
"N3","Sunset Trail",0.961096375,2.125476237,2.496336096,282.4817937,0.913137689,"Mingus","MtLemmon","Different"
"P1","Sunset Trail",0.970760234,0.033216831,0.891471772,89.24482333,0.934011914,"Pinaleno","MtLemmon","Different"
"P2","Sunset Trail",0.944852941,0.039537894,0.792619971,89.22017322,0.944125775,"Pinaleno","MtLemmon","Different"
"P3","Sunset Trail",0.984797297,0.781537978,0.841617508,88.44425516,0.991787301,"Pinaleno","MtLemmon","Different"
"Sunset Trail","Sunset Trail",0,0,0,0,0,"MtLemmon","MtLemmon","Same"
"Upper Solders Camp Rd.","Sunset Trail",0.835282651,0.753229989,0.035805477,0.676066064,0.57742401,"MtLemmon","MtLemmon","Same"
"A1","Upper Solders Camp Rd.",0.993158495,4.369837317,4.254500212,331.3073202,0.998840513,"Flagstaff","MtLemmon","Different"
"A2","Upper Solders Camp Rd.",0.998302207,4.314140152,4.255007244,330.4742021,0.999862461,"Flagstaff","MtLemmon","Different"
"A3","Upper Solders Camp Rd.",0.992416035,4.361104893,4.250780729,330.2269108,0.998779725,"Flagstaff","MtLemmon","Different"
"B1","Upper Solders Camp Rd.",0.969561325,1.557195829,2.106444865,271.491624,0.880761583,"Bradshaw","MtLemmon","Different"
"B2","Upper Solders Camp Rd.",0.990420044,1.590528943,2.111786957,271.0687787,0.974900703,"Bradshaw","MtLemmon","Different"
"B3","Upper Solders Camp Rd.",0.992537313,1.543871098,2.112242685,271.4800196,0.997032802,"Bradshaw","MtLemmon","Different"
"Butterfly trail","Upper Solders Camp Rd.",0.919363686,0.041709198,0.007409563,0.428221602,0.802361645,"MtLemmon","MtLemmon","Same"
"C1","Upper Solders Camp Rd.",0.996320147,1.200135503,0.84625185,149.6308747,0.999656895,"Chiricahuas","MtLemmon","Different"
"C2","Upper Solders Camp Rd.",0.937238494,1.278126874,0.85334723,149.4539893,0.863987572,"Chiricahuas","MtLemmon","Different"
"C3","Upper Solders Camp Rd.",0.988378236,0.697375024,0.85953964,149.3081442,0.977500473,"Chiricahuas","MtLemmon","Different"
"H1","Upper Solders Camp Rd.",1,1.303758627,0.823986989,114.0552994,1,"Huachuas","MtLemmon","Different"
"H2","Upper Solders Camp Rd.",0.995545657,1.264345433,0.813415773,114.1512365,0.987605855,"Huachuas","MtLemmon","Different"
"H3","Upper Solders Camp Rd.",0.993237532,1.183629004,0.791469109,114.3190688,0.99858458,"Huachuas","MtLemmon","Different"
"H4","Upper Solders Camp Rd.",0.993437244,2.047109487,2.954316183,413.5999558,0.984126868,"Hualapai","MtLemmon","Different"
"H5","Upper Solders Camp Rd.",1,0.911285029,3.016241756,414.0226742,1,"Hualapai","MtLemmon","Different"
"H6","Upper Solders Camp Rd.",1,0.493022806,2.846071505,412.8616934,1,"Hualapai","MtLemmon","Different"
"M1","Upper Solders Camp Rd.",0.884967764,2.97214024,2.702934693,238.6053987,0.363665082,"MogollonRim","MtLemmon","Different"
"M2","Upper Solders Camp Rd.",0.803713528,2.976446591,2.694630158,237.9523699,0.398390232,"MogollonRim","MtLemmon","Different"
"M3","Upper Solders Camp Rd.",0.974184783,2.972539898,2.688727476,237.5085028,0.954896888,"MogollonRim","MtLemmon","Different"
"M4","Upper Solders Camp Rd.",0.972993248,0.550349242,1.726443001,229.6929928,0.941684078,"MogollonRim","MtLemmon","Different"
"M5","Upper Solders Camp Rd.",0.979879276,1.252480365,1.7278501,229.3005575,0.942496909,"MogollonRim","MtLemmon","Different"
"M6","Upper Solders Camp Rd.",1,1.258716623,1.799200072,230.1820254,1,"MogollonRim","MtLemmon","Different"
"M7","Upper Solders Camp Rd.",0.996855346,3.092767321,3.285563246,320.6778706,0.999135824,"MogollonRim","MtLemmon","Different"
"M8","Upper Solders Camp Rd.",0.916083916,3.172197127,3.363387138,321.2640736,0.622267467,"MogollonRim","MtLemmon","Different"
"M9","Upper Solders Camp Rd.",0.991967871,3.231579158,3.421672263,322.0262996,0.98824007,"MogollonRim","MtLemmon","Different"
"N1","Upper Solders Camp Rd.",0.935211268,2.85378808,2.514361538,282.7740105,0.671335929,"Mingus","MtLemmon","Different"
"N2","Upper Solders Camp Rd.",0.996082272,2.904119488,2.55887108,282.0369602,0.999351498,"Mingus","MtLemmon","Different"
"N3","Upper Solders Camp Rd.",0.972881356,2.878706226,2.532141573,282.8140233,0.921015579,"Mingus","MtLemmon","Different"
"P1","Upper Solders Camp Rd.",0.953556485,0.78644682,0.927277249,88.60063525,0.862159271,"Pinaleno","MtLemmon","Different"
"P2","Upper Solders Camp Rd.",1,0.792767884,0.828425448,88.57401183,1,"Pinaleno","MtLemmon","Different"
"P3","Upper Solders Camp Rd.",0.990220049,1.534767967,0.877422985,87.79859317,0.994280816,"Pinaleno","MtLemmon","Different"
"Sunset Trail","Upper Solders Camp Rd.",0.835282651,0.753229989,0.035805477,0.676066064,0.57742401,"MtLemmon","MtLemmon","Same"
"Upper Solders Camp Rd.","Upper Solders Camp Rd.",0,0,0,0,0,"MtLemmon","MtLemmon","Same"
